Query >939	 [np] 不禁/d [vp] 
16	 [vp] g 不/d [advp] [vp] 
5	 z 不断/d 
5	 不须/v [np] 
5	 不外/v [qp] 
5	 g g 不/d p 
5	 s 不足/v 
5	 [np] g 不/d p 
5	 g 不/d a g 
5	 g g g 不/d [vp] 
5	 c a 不/d g 
5	 [vp] 不利/a k 
5	 o 不/d g 
28	 [np] 不胜/d a 
5	 [vp] 不知/v g 
5	 [np] g 不/d [advp] 
5	 a 不定/d 
5	 [vp] 不和/a 
16	 [np] [vp] c [np] 不/d a 
12	 [np] g [vp] c 不/d [vp] 
5	 [np] 不知/v r 
155	 [np] [vp] g 不/d g 
5	 [advp] 不/d [vp] [advp] a [vp] 
5	 [advp] g u 不/d [vp] 
5	 不/d [advp] [vp] g g 
5	 r [advp] 不/d [vp] t u r 
5	 [vp] c 不/d [vp] 不/d a 
5	 [np] 不/d r g 
5	 r g 不可/v [vp] 
5	 [advp] [vp] 不力/a 
108	 c 不能/v [vp] a 
5	 c [vp] m t 不/d [vp] 
5	 [pp] [np] u [advp] [vp] c [np] u 不断/d [vp] 
5	 不论/c b 
10	 [np] [advp] 不翼而飞/v 
5	 [pp] 不断/d [vp] t 
24	 [advp] [vp] 不惑之年/l u r 
5	 不要/d [vp] a a 
5	 [np] [advp] [vp] [advp] 不足/v 
5	 c [vp] 不得/v 
5	 [vp] 不言自明/v u 
5	 g 不/d [vp] b 
5	 c 不仅/c p s 
5	 [np] 不足/a [np] [vp] 
5	 不能/v [advp] [vp] a 
5	 m k 不/d [vp] 
5	 c 不容/v a 
13	 c t [np] 不/d [vp] [advp] a 
5	 u [np] [advp] 不能/v [vp] 
5	 [pp] 不甘/v 
17	 [np] a u 不利/a [np] f 
5	 r [advp] [vp] 不足/a 
185	 r [advp] [vp] [qp] [advp] 不错/a u [np] 
5	 [pp] 不/d [vp] 不/d [vp] 
22	 r 不管/c [advp] [vp] 
5	 [vp] 不/d u [np] g 
5	 b u [np] 不/d [advp] [vp] 
24	 [advp] 不/d [vp] l [np] 
14	 m [advp] [vp] 不/d [vp] y 
12	 [advp] 不甘/v [vp] 
5	 a u [advp] 不/d g 
5	 a 不足/a t [np] 
5	 [vp] [advp] 不少/m 
5	 只不过/d [np] 不同/a y 
15	 [advp] [vp] a u 不/d a 
10	 [advp] u 不惑之年/l u r 
5	 [pp] [np] f [vp] 不/d [vp] 
14	 r [advp] [qp] 不/d a 
5	 [np] [advp] b [vp] 不可/v 
5	 不/d g [vp] y 
29	 [np] [vp] m 不/d a 
5	 [np] 不管/c r 
5	 u [np] [advp] 不要/d 
5	 不论/c [vp] [advp] [vp] 
5	 不要/d [vp] 不/d [np] 
5	 [np] [vp] 不/d [vp] 不/d [vp] 
5	 c p 不/d [advp] [vp] 
10	 不啻/d [vp] l 
5	 [np] g 不断/d 
5	 不问/v g [vp] 
5	 c f 不/d [vp] 
71	 r [advp] 不/d [vp] z u [np] 
5	 [vp] 不/d [advp] [vp] a 
160	 [pp] [np] f [advp] [vp] 不利/a [np] 
5	 [np] 不宜/v m 
5	 m [np] 不/d [np] 
5	 [vp] 不妥/a u [np] 
5	 r 不择手段/l 
13	 [vp] 不同/a [np] u 不同/a [np] 
38	 r g g 不/d a 
5	 g u [np] 不/d a 
5	 不管/c [vp] f 
5	 t [pp] 不/d [vp] 
5	 t m [np] 不/d [vp] 
10	 [vp] g [np] [advp] 不/d a 
5	 [vp] 不/d a [advp] [vp] 
5	 [advp] 不拘一格/v 
5	 p [vp] 不/d [vp] m t u [np] f 
5	 不过/c [advp] 不/d [vp] 
101	 [vp] c [vp] 不/d [np] 
5	 不/d [vp] [advp] [vp] p s 
5	 [advp] a [advp] 不/d [vp] a 
73	 不论/c [np] [vp] m a 
5	 [np] 不/d [vp] g y 
302	 c [np] [advp] [vp] 不断/d [vp] 
10	 [vp] 不可避免/v u [np] 
26	 [pp] c [np] u 不同/a [np] 
5	 [np] 不可限量/v 
5	 p a 不/d [vp] 
13	 [advp] 不/d [vp] [pp] [np] u 
5	 u [np] [advp] 不够/a 
5	 不仅仅/d [vp] [pp] [np] 
7940	 c r [advp] [vp] 不/d a y 
10	 [advp] [vp] a u 不正之风/l 
5	 不/d a [vp] c [vp] 
5	 不准/v [pp] [np] [vp] 
16	 [advp] p r p s u [advp] 不/d [np] [vp] m 
5	 不管/c [vp] p r 
5	 r t 不能自己/v [vp] y 
5	 不仅/c [advp] [vp] l 
5	 [vp] g 不好/a 
5	 不/d [np] [pp] [vp] 
30	 p 不同/a [np] [vp] 不同/a u [np] 
5	 t m [np] [advp] 不/d [vp] 
21	 r 不仅/c [vp] p [vp] 
5	 r 不足为怪/v 
230	 [advp] [vp] 不/d [vp] [pp] [vp] 
27	 c [vp] l 不/d [vp] 
5	 不论/c t t 
5	 r 不乏/v [vp] 
11	 不管/c r g 不/d [vp] 
5	 r 不甘/v [vp] 
5	 不断/d [vp] y 
27	 [advp] p g [np] 不及/v [vp] g 
5	 [np] 不/d [vp] 不行/a 
10	 [advp] 不/d [vp] [advp] [pp] [vp] 
5	 t 不但/c [vp] 
5	 不堪重负/v u [np] 
5	 l 不够/a 
5	 c [vp] 不良/a [np] 
44	 [advp] [vp] 不寒而栗/v 
5	 [vp] 不拘一格/v 
10	 c [vp] [advp] 不够/a 
5	 r 不同/a u [np] [vp] 
5	 r c 不/d [pp] 
5	 r t 不/d [vp] [advp] a y 
5	 t 不仅/c [vp] 
5	 不/d [vp] g [advp] [vp] 
5	 [advp] 不/d [vp] g g [vp] 
5	 [qp] 不足/a 
5	 [vp] a [vp] a 不/d a 
5	 [advp] 不/d [vp] l [vp] 
5	 不得/v [vp] m t [np] u m 
5	 r p r [qp] 不/d [vp] 
13	 不足/v [qp] u [np] f 
5	 [np] [pp] c 不/d a 
44	 不遗余力/v u [vp] 
5	 p m [np] [vp] a [vp] 不/d [advp] 
5	 不禁/d u [vp] 
5	 [np] [advp] [vp] 不到/v [qp] u [np] 
5	 c [advp] [vp] s [np] c 不/d [advp] a 
17	 [vp] 不/d a r [advp] [vp] 
10	 不仅仅/d [vp] s [np] 
40	 c r 不/d [vp] s [vp] 
5	 t m [np] 不/d a 
184	 r 不惜/v [np] [vp] 
5	 不/d [vp] p r [qp] 
57	 c r 不/d [vp] s u [np] 
5	 不要/d z 
5	 不/d g [np] u 
5	 c [advp] [vp] 不已/v 
5	 l 不/d [advp] [vp] 
5	 [np] c 不/d [vp] [pp] 
5	 不/d [vp] m u [np] c [vp] 
5	 不能/v [vp] 不/d [vp] 
42	 [vp] m c [np] 不/d [vp] c [np] [advp] [vp] [advp] [vp] 
5	 [advp] 不得/v [advp] [vp] 
5	 g [advp] 不/d g 
5	 [np] u [vp] 不易/a 
5	 t 不/d [pp] [vp] 
5	 [advp] 不/d u r t 
11	 t t t 不久/m 
5	 s l [advp] [vp] s 不可分割/v u m m 
5	 不/d p [vp] f [vp] 
5	 [np] k r [advp] 不/d [vp] 
10	 [advp] u [np] [advp] 不/d [vp] y 
5	 p f m [vp] 不同/a u [vp] 
25	 u 不毛之地/l 
5	 [vp] 不/d [vp] 撒手不管/v 
5	 [advp] 不能/v [vp] [advp] [vp] 
5	 [vp] 不能/v [advp] a 
5	 s u [np] [advp] 不错/a 
5	 m [np] 不以为然/v 
5	 [np] f 不予/v [vp] 
5	 [advp] [vp] 不严/a 
31	 t 不/d [np] u p [vp] 
5	 s [vp] s 不/d a 
5	 [np] 不再/d z 
5	 [vp] c 不断/d [vp] 
5	 [np] [advp] 不准/v [vp] 
12	 [vp] 不/d [vp] [advp] a [advp] a 
15758	 c r c 不/d [vp] p r 
14	 [advp] u [np] [advp] g 不/d [vp] 
21	 r 不仅/c [pp] u [np] f [vp] 
5	 z [np] [vp] 不/d [vp] 
5	 [np] [advp] a u 不得了/l 
5	 [np] u 不断/d [vp] c [vp] 
29	 r 不仅/c [vp] p s 
5	 s [np] [advp] 不/d [vp] a 
520	 r 不/d [vp] p r [advp] [vp] y 
5	 [advp] [vp] g 不/d g 
12	 r [advp] [vp] 不/d r 
18	 r [advp] [np] [advp] 不/d a 
5	 s c [advp] 不/d [vp] 
5	 [vp] 不如/v u [np] 
5	 s 不/d [vp] [qp] 
5	 不过/c [np] [advp] [vp] a u 
5	 不/d [vp] s [vp] s 
45	 r [advp] [vp] 不/d u g 
5	 c 不惜/v [np] 
45	 [np] 不/d p [vp] [pp] 
46	 [np] [vp] 不/d [vp] c 不/d [vp] 
5	 不/d a [vp] f 
5	 [np] 不断/d [pp] [np] 
12	 r m t [advp] 不/d a 
5	 t 不知/v r u 
20	 t 不/d a [vp] c [np] 
5	 [vp] l 不仅/c [vp] [pp] u [np] f [vp] [pp] 
5	 [vp] p [vp] [advp] 不/d [vp] 
15	 [vp] k 不乏其人/v 
5	 c [np] 不仅/c [np] a 
5	 m [vp] 不力/a 
79	 [np] 不大/d a [vp] 
5	 [pp] u 不断/d [vp] c [vp] 
5	 不禁/d [np] [advp] [vp] 
5	 不要/d [vp] a y 
10	 [advp] 不/d a y y 
57	 [np] [advp] 不/d a [vp] y 
5	 [advp] g c 不/d [vp] 
5	 [vp] [pp] u 不断/d [vp] 
5	 [np] 不/d [np] 不/d a 
5	 不可一日无此君/v 
5	 [qp] 不法分子/n p [vp] 
5	 c [vp] [advp] 不/d [np] 
5	 不/d [vp] 不/d u [np] 
5	 [advp] r 不/d [np] 
20	 c [pp] 不利/a 
25	 c [np] 不能/v [advp] a 
11	 [advp] 不得/v [vp] [advp] [vp] 
5	 r 不在乎/v [vp] 
5	 [vp] 不胜/d [vp] 
5	 [vp] [advp] [vp] 不/d g 
5	 c 不/d [vp] [qp] u [np] 
5	 [vp] p f [advp] 不/d a 
17	 c r [advp] 不/d g [vp] 
5	 r 不/d [vp] s u r 
5	 [np] [advp] u 不/d a 
19	 c 不/d g g [vp] 
5	 m r [advp] 不/d [vp] 
5	 u [qp] 不同/a [np] 
5	 a u 不/d [vp] [qp] 
5	 不顾/v l 
23	 p [vp] 不久/m u 
5	 a a [vp] [advp] 不/d a 
5	 p b [vp] 不可/v 
5	 [np] [vp] 不公/a 
5	 不/d [pp] l 
5	 不禁/d [np] f [vp] 
5	 [advp] 不厌其烦/l 
63	 c [np] 不够/a [np] 
5	 不/d a [vp] l 
5	 [vp] 不利/a p a 
99	 [advp] [np] 不已/v 
5	 c [vp] 不能/v [vp] 
5	 s [advp] 不/d [vp] y 
5	 [np] [vp] 不准/v 
5	 r [qp] 不容置疑/v 
5	 z [np] [advp] 不/d [vp] 
5	 不要/d [np] [advp] a 
5	 不/d [vp] m [vp] m [vp] 
5	 c 不/d p s [np] 
5	 p r m [np] 不/d [vp] 
44	 r [advp] [vp] 不/d u r m t 
5	 c [advp] 不/d [vp] f u [np] 
5	 [advp] g r 不/d [vp] 
5	 [np] [advp] 不减当年/v 
5	 不管/c r m 
10	 [np] 不理/v r 
5	 r [advp] 不假思索/l 
5	 不/d [vp] s u m 
60	 不仅/c s [vp] g [np] 
5	 p 不足/v m t u [np] f 
5	 r 不能不/d [vp] [qp] [advp] [np] 
26	 [vp] 不能/v [advp] [vp] [qp] 
11	 r 不/d [vp] c [advp] [vp] 
5	 s [advp] 不/d [advp] a 
5	 不失时机/l [vp] 
5	 不论/c [vp] s [advp] [vp] s 
5	 [advp] [pp] 不同/a 
5	 不久/m f u [qp] t 
26	 [advp] 不起眼/a u [np] 
5	 r 不善言辞/v 
26	 r 不必/d l 
5	 [advp] [vp] 不尽/d 
5	 [advp] r 不/d g 
5	 m t 不/d [np] 
5	 t 不见/v [vp] t 
209	 [np] [vp] 不少/m [np] [vp] 
5	 [np] [advp] 不省人事/l 
5	 不料/d [np] 不/d [vp] 
29	 不管/c [vp] [pp] [vp] 
5	 [vp] m [np] [vp] 不已/v 
10	 [np] s [vp] 不/d [vp] 
5	 c g g 不/d a 
5	 [np] 不宜/v [advp] [vp] 
5	 r g 不/d [pp] 
5	 r 不/d [vp] [pp] [vp] a 
147	 r [advp] [vp] [advp] 不够/a u 
5	 c r 不/d [vp] g [np] 
5	 s [advp] 不/d r 
5	 c [np] 不良/a 
5	 u [np] 不/d a y 
5	 [advp] [pp] [np] 不/d [vp] 
5	 [vp] 不能/v p [vp] 
20	 r 不/d p f [vp] y 
5	 不过/c [advp] [np] 
5	 [np] 不卑不亢/v 
5	 不/d [vp] s [np] r 
5	 [vp] t r [advp] 不/d [vp] 
5	 [pp] [np] 不够/a 
5	 [np] [vp] 不/d a [vp] 
549	 r s [advp] 不/d [vp] a 
5	 [vp] [advp] 不/d a u m t 
63	 u [np] 不绝于耳/v 
5	 c [np] 不得不/d [vp] 
5	 [vp] [advp] 不/d a a 
5	 不断/d [vp] f u [np] 
5	 t r [advp] [vp] 不/d u r 
5	 [np] k [np] 不/d a 
5	 p z 不/d [vp] m t u [np] f 
5	 l u [np] 不断/d [vp] 
12	 [advp] [vp] 不安/a u [vp] 
5	 不/d [vp] [advp] [pp] [np] 
5	 r u a 不/d [vp] 
5	 c 不/d [vp] [advp] a [advp] a 
30	 r p r c 不/d [vp] 
22	 [advp] [vp] 不/d u [np] u 
11	 [advp] 不/d [vp] l y 
5	 b u 不/d a 
5	 s [vp] 不可分割/v u m m 
15	 [advp] 不/d [vp] a u a 
5	 [vp] l 不断/d [vp] 
5	 [pp] [np] [advp] 不足/v u [np] f 
11	 r [advp] 不无/v [advp] [vp] 
5	 s 不断/d u [vp] 
5	 不断/d [vp] [advp] [np] 
5	 [np] u 不/d a [vp] 
24	 [np] [vp] 不治之症/l 
5	 r [advp] [vp] 不惑之年/l 
5	 不仅/c [np] f 不/d [vp] 
5	 [advp] [vp] 不/d [vp] m [vp] 
13	 [np] 不但/c [advp] a 
5	 r c [vp] 不少/m [np] 
5	 s m [np] u 不/d [advp] [vp] 
5	 t [advp] a 不/d [vp] 
49	 [np] k [advp] [vp] p 不同/a u [np] 
5	 [advp] 不/d [advp] [vp] f u [np] 
10	 c 不/d [vp] [advp] [pp] [vp] 
19	 r [advp] 不/d [vp] [qp] a 
5	 [vp] [advp] 不如/v [vp] a 
5	 [vp] f u 不/d a 
5	 不/d [vp] 不/d [vp] g 
144	 c r [advp] 不曾/d [vp] 
5	 不容/v r 
5	 [np] [vp] 不/d [vp] m [np] 
5	 不/d [vp] [pp] [vp] [advp] a 
17	 r 不/d [vp] p g [vp] 
5	 c 不论/c [vp] 
11	 [advp] [vp] 不足/v [vp] 
49	 [advp] [pp] [np] f 不断/d [vp] 
162	 [vp] [qp] 不同/a [np] c 不/d [pp] [vp] 
11	 c f [np] 不/d [vp] c [advp] a 
46	 [pp] [np] [vp] 不/d u u 
5	 [vp] a [vp] 不同/a [np] 
29	 b m [np] 不/d [vp] c [vp] 
504	 p r [advp] 不/d [np] [vp] a u [advp] [vp] y 
135	 r [advp] 不/d [vp] f [vp] c [np] 
5	 c [np] 不/d [vp] [pp] [np] u [advp] [vp] 
44	 [pp] [np] [advp] 不可/v [vp] 
5	 f 不许/d [vp] 
5	 [vp] 不伦不类/l 
5	 [np] r 不/d [vp] g 
31	 r f 不/d [vp] y 
5	 不/d [pp] u r 
5	 [advp] [vp] 不当/a 
5	 [vp] 不/d [advp] [np] 
5	 m t f [np] 不/d [vp] 
36	 r [advp] p r 不/d a y 
5	 r 不胜/d a 
5	 s [np] r [advp] 不/d [vp] 
5	 不/d a 不/d [advp] 
5	 c [vp] 不/d a [vp] 
10	 [np] 不得/v [pp] c [np] [vp] c [vp] 
14	 r f [vp] 不/d [vp] y 
90	 r [advp] [vp] 不/d [vp] c [np] [pp] [vp] 
5	 u [np] c 不/d [advp] a 
38	 m [np] p r 不/d [vp] 
5	 不/d u [vp] 不/d a 
5	 [np] [vp] 不可/v y 
5	 [advp] g 不足/v 
5	 r 不甘落后/v 
5	 t [np] [advp] 不/d [advp] a 
5	 [vp] 不过/c [qp] 
5	 g 不必/d g [pp] 
5	 不觉/d [np] [vp] 
5	 [np] [vp] s 不久/m 
5	 [pp] 不/d a u 
5	 s u [np] u 不/d [advp] [vp] 
5	 不/d a [advp] 不/d [vp] 
10	 [vp] [advp] [vp] 不少/m 
5	 [np] 不/d a u r 
80	 c [vp] 不久/m f 
5	 f 不/d [vp] m t [np] 
5	 [advp] a a 不/d [vp] 
5	 [advp] 不言而喻/v 
12	 不仅/c [advp] [vp] s [np] 
81	 r 不仅仅/d [vp] [pp] 
5	 r m [np] 不/d [vp] a 
10	 [np] [advp] [vp] 不已/v 
5	 r m [vp] m [vp] [pp] [np] u a [vp] 不言而喻/v u 
5	 p r f 不远处/s 
5	 [np] [advp] 不要/d [np] 
18	 [np] [advp] 不得而知/v y 
5	 p r [advp] 不/d [np] f 
5	 [np] 不得/v [pp] [vp] 
5	 [np] [advp] 不/d [advp] [vp] a 
35	 r [pp] [vp] 不/d [vp] y 
5	 [advp] [vp] p s 不/d [vp] 
33	 [advp] 不能自拔/v 
271	 [vp] t 不行/a y 
5	 p 不久/t [pp] 
19	 r 不露声色/v 
5	 r 不得不/d [vp] [pp] 
107	 [np] [advp] [vp] 不错/a y 
47	 不同/a u [np] [advp] [vp] 不同/a u [np] 
5	 不要/d [advp] u [vp] 
5	 不知/v [vp] t 
5	 不要/d [vp] [advp] [np] 
5	 r 不依/v 
5	 p t [np] [advp] 不/d a 
5	 c 不/d [vp] a r 
5	 [advp] [vp] [pp] 不断/d [vp] 
5	 不少/m [np] [vp] l 
10	 r l [advp] [vp] 不/d [vp] y 
6117	 t [np] [vp] 不/d [vp] y 
17	 c r [advp] 不顾/v 
5	 [np] 不管/c [vp] 
49	 r p r [advp] [vp] 不/d [vp] 
26	 [vp] 不/d u r u a 
5	 r a [qp] [advp] 不/d [vp] 
11	 [vp] 不/d [vp] [advp] p [vp] 
5	 r [advp] [vp] 不/d u m 
5	 g 不解/v [vp] 
5	 r p f [vp] 不/d [vp] 
5	 [vp] 不/d [vp] [advp] p r y 
13	 c [vp] [advp] [vp] 不/d [np] 
5	 [np] 不/d [advp] [vp] a 
5	 c [advp] r 不/d [vp] 
22	 c [np] p r [advp] 不/d [vp] 
61	 c r [pp] 不/d [vp] 
5	 c [advp] [vp] 不久/m 
5	 [vp] [advp] 不断/d u [vp] 
5	 [advp] 不好意思/a [np] [vp] 
5	 不知/v p r m t f 
5	 r a c 不/d [vp] 
5	 t [vp] [qp] 不/d [np] 
5	 m u [np] 不/d a 
62	 [advp] 不/d u m t u [np] 
10	 c 不/d u m t [np] 
5	 [vp] g [np] 不/d g 
5	 c [vp] p 不同/a [np] 
13	 r [advp] [np] 不好/a 
5	 r 不/d [vp] z u [np] 
5	 c l [vp] 不/d [vp] 
29	 s [np] f 不久/m 
21	 [advp] 不辞而别/v 
19	 [pp] [np] 不断/d [vp] p [vp] 
5	 r 不但/c [pp] 
5	 不准/v [pp] [np] f [vp] 
5	 [np] c 不/d [vp] m 
5	 不/d [vp] p [vp] p s 
5	 [vp] 不同/a [np] k 
5	 s 不/d [vp] t 
5	 [advp] u 不/d u a 
5	 [advp] 不会/v [vp] y 
5	 [vp] l p 不顾/v 
5	 r c 不能/v [vp] 
5	 不禁/d s [vp] 
5	 [np] 不可/v [advp] [vp] 
5	 [vp] 不满/a [np] 
5	 r 不/d [vp] a u a 
5	 p s u [np] [vp] 不/d [vp] 
5	 b u [np] [vp] 不/d [vp] 
5	 [vp] p t 不同/a 
34	 p 不/d [advp] [vp] t [np] 
10	 [np] 不可/v a 
5	 t p 不少/m [np] 
5	 不/d a 不行/a 
5	 不亢不卑/v 
5	 不必/d [vp] [qp] 
5	 [advp] 不/d [vp] 了不起/a u [np] 
14	 [advp] 不/d [vp] [pp] a 
5	 [vp] [qp] 不/d [advp] [vp] 
174	 r [advp] 不敢当/v 
5	 [advp] [vp] [advp] 不同/a 
5	 不/d [vp] g r g 
5	 [advp] [vp] [qp] 不利/a [np] 
5	 [advp] 不/d [vp] a [qp] 
5	 s [np] 不可/v [vp] 
5	 不仅/c [np] g [np] 
5	 t 不再/d a 
219	 r 不/d a [advp] [vp] y 
5	 不忍/v g g 
5	 [pp] 不行/a 
11	 不可动摇/v u 
28	 r 不/d [pp] [pp] 
5	 p s [np] [advp] 不/d [vp] 
5	 [np] 不必/d a 
5	 不仅/c [vp] b b m [np] 
5	 [np] 不/d [vp] t g 
5	 r [advp] p 不断/d u [vp] 
321	 不要/d [np] [vp] a 
5	 t [advp] 不能/v [vp] 
10	 c [advp] [vp] 不容忽视/v u [np] 
35	 b b m [np] c [vp] 不/d a 
5	 [np] [advp] [np] 不/d a 
5	 r [advp] 不见/v [np] 
5	 [np] [vp] 不能/v l 
5	 [np] [vp] 不少/m [vp] 
73	 r 不但/c a a 
5	 c [pp] 不/d g 
5	 [qp] u 不/d a 
14	 r t 不知所措/v 
11	 r [advp] [vp] 不得已/a 
5	 r [advp] [vp] a 不/d [vp] 
5	 r 不/d [advp] [vp] f u [np] 
5	 r s [np] c 不/d [vp] 
14	 不/d [vp] 不/d [vp] a u 
5	 [np] [pp] [vp] 不尽/d a u 
5	 c [advp] 不妨/d [vp] 
62	 [advp] [vp] m 不准/v 
33	 [np] 不/d a a y 
5	 不料/d [pp] [vp] 
5	 g 不/d [pp] [vp] 
23	 t 不/d [vp] t y 
5	 不/d [vp] 不/d [vp] [advp] [vp] 
18	 r [advp] 不/d [vp] m t y 
5	 不过/c f 
5	 s [advp] [vp] 不安/a 
5	 m t 不/d [vp] [advp] [vp] 
5	 不要/d [pp] [vp] [advp] a 
5	 [advp] [vp] m 不/d a 
24	 [np] 不等/v 不/d [vp] 
10	 不要/d [vp] [advp] a y 
5	 [np] 不堪/v [vp] 
68	 r 不由/d u [vp] y 
5	 c m [np] [vp] 不/d [vp] 
5	 不/d [vp] 不/d g u [np] 
5	 [np] 不/d m p 
5	 [pp] [advp] [vp] 不/d u [np] 
5	 不过/c t t 
20	 a c 不/d [vp] p a 
163	 [advp] [vp] g c 不/d [vp] 
5	 c r m 不/d [vp] 
17	 不同/a u [np] p 不同/a u [np] 
5	 [vp] a r 不/d [vp] 
14	 [vp] 不少/m a 
5	 m [np] [vp] 不/d [np] 
12	 [advp] [vp] a 不/d g 
5	 r 不禁/d r a 
5	 [advp] 不/d [vp] p r c [vp] 
5	 t [vp] 不同/a y 
5	 [np] [advp] 不大/d a 
5	 r [advp] 不/d g [np] y 
19	 [advp] 不/d g [vp] g 
5	 [advp] 不/d [vp] [qp] y 
5	 t 不/d [vp] a y 
5	 [np] 不过/d 
5	 l 不能/v [vp] 
5	 p 不/d u r y 
5	 r [advp] [vp] [advp] a 不/d u u [np] 
5	 不/d [vp] 不/d p [vp] 
5	 [vp] 不/d [pp] y 
50	 [advp] 不准/v [pp] [vp] 
5	 r t 不/d p 
37	 [advp] [vp] 不尽/b u [np] 
5	 不无/v [np] u [vp] 
5	 t [np] 不少/m 
121	 u [np] [advp] 不见/v y 
5	 不/d [vp] 不足以/v [np] g 
5	 [pp] [vp] 不衰/v 
12	 r [advp] 不/d [vp] z [np] 
5	 c r 不过/d [vp] 
5	 不管/c [np] [vp] a [vp] a 
5	 [qp] [advp] [vp] 不/d u [np] 
22	 r 不妨/d [vp] m [vp] 
5	 r [advp] p 不/d u r 
5	 r [advp] 不在乎/v [np] 
51	 [advp] [vp] 不/d r a 
5	 [advp] 不知/v r p [vp] 
5	 [vp] 不/d [vp] [advp] [pp] [vp] 
19	 m t [vp] 不/d u [np] [vp] 
5	 [vp] [advp] 不错/a u 
5	 不仅仅/d [vp] a 
5	 不/d u [vp] g 
5	 [vp] 不已/v u [np] 
5	 t 不/d [advp] [vp] y 
159	 r [advp] [vp] t 不/d [vp] y 
56	 [advp] [vp] 不幸/a u [np] 
5	 [np] 不在乎/v 
5	 不/d [advp] [np] y 
39	 r [advp] 不仅/c [vp] 
5	 c 不/d [vp] m t u [np] 
33	 [advp] 不可同日而语/v y 
15	 [advp] [vp] [qp] 不朽/z u [np] 
5	 [advp] [vp] a u 不得了/l 
5	 r p 不断/d [vp] 
5	 [advp] [vp] s g 不足/v 
33	 [vp] 不成/v [np] p 
5	 l r [advp] 不/d [vp] 
23	 [vp] 不/d [vp] [pp] [np] [vp] 
47	 不/d [vp] [advp] 不/d [vp] [advp] [vp] 
5	 [advp] p t 不久/m 
67	 [vp] [advp] [vp] 不/d u [np] [vp] 
5	 c 不/d [vp] p t u [np] 
5	 r u m [np] 不/d [vp] 
5	 s [np] 不/d [vp] y 
24	 r s [advp] [vp] 不/d [vp] a 
5	 [np] [advp] [vp] 不可/v a 
53	 [advp] [vp] [pp] u 不/d [vp] 
17	 s 不/d [vp] p s u [np] 
5	 [advp] 不/d u t 
12	 r 不/d [vp] [pp] r 
5	 不/d [pp] [vp] [pp] 
12	 [advp] [vp] c 不见/v 
5	 不幸/n f u [np] 
137	 [advp] 不/d m t 
5	 不仅/c [np] f [vp] 
5	 p r u 不/d [vp] 
5	 [np] [advp] [vp] p c 不/d [vp] 
5	 t u 不/d [vp] 
11	 c [np] 不/d r a 
5	 r [advp] 不顾一切/l 
22	 [advp] 不/d [vp] z [vp] 
5	 m [np] r 不/d [vp] 
5	 r [advp] a 不过/c 
5	 z [vp] f 不久/m 
5	 t m [vp] 不/d [vp] 
5	 r [advp] 不/d [vp] [qp] b u [np] 
5	 g g r 不/d [np] 
5	 不/d [vp] c [np] p r s [vp] [pp] u [np] 
5	 [np] 不然/c 
5	 c [advp] [vp] 不好/a 
5	 b [vp] 不/d [vp] y 
5	 r 不/d [vp] [pp] u [vp] 
10	 [vp] 不到/v [np] [vp] 
11	 [np] a u 不错/a 
641	 [np] 不论/c [np] a a 
5	 [vp] 不/d u m [vp] 
41	 [vp] g g 不/d g 
5	 [vp] 不/d p a 
5	 [advp] l [vp] 不/d [vp] 
456	 c [np] [advp] 不/d [vp] a u 
5	 [np] [vp] 不/d [vp] g [np] 
5	 t r 不/d [vp] [qp] 
30	 不消/v m t [np] 
5	 不/d [vp] m [np] m g 
5	 不/d [vp] f u 不正之风/l 
5	 不/d [advp] p a 
5	 不许/d [vp] [qp] 
5	 [advp] 不/d [vp] p r [advp] [vp] y 
5	 s p s m [np] [advp] 不/d [vp] 
5	 [np] [advp] 不能/v p [vp] [pp] 
5	 不/d [vp] s m [vp] 
12	 [np] [vp] a 不少/m 
5	 r [advp] 不知去向/v 
5	 [np] [vp] 不/d [vp] p [vp] 
5	 不仅仅/d r 
5	 c [advp] 不便/a [vp] 
5	 s 不由/d u [advp] [vp] 
5	 不管/c r p [vp] 
5	 r u 不幸/n 
22	 [vp] l 不同/a u [np] 
5	 [np] [qp] [advp] 不错/a 
5	 s 不服/v 
12	 r 不/d [vp] [qp] [advp] [vp] 
5	 c [advp] 不止/v r 
30	 r 不修边幅/v 
5	 [advp] g 不/d [vp] g 
5	 c 不可/v a 
60	 p 不断/d u [np] f 
5	 r 不/d [vp] [pp] [np] y 
5	 r c 不/d [np] 
5	 r 不/d f [vp] 
24	 m [np] 不/d [vp] m [vp] 
5	 c u [np] [advp] [vp] 不/d [vp] 
14	 不/d a u g [np] 
5	 [advp] 不/d [vp] [qp] a u 
5	 [np] f 不/d a [vp] 
5	 r g 不解/v u [vp] 
5	 [np] [advp] [vp] 不/d u [vp] 
5	 [np] f r [advp] 不/d [vp] 
5	 c s [advp] [vp] 不/d [vp] 
11	 [advp] 不足道/v 
5	 [vp] [advp] 不/d [vp] m f 
5	 [np] [advp] 不/d [vp] p f y 
1867	 g 不/d [vp] g 不/d [vp] 
12	 r g r [advp] 不/d [vp] 
110	 r [advp] 不知/v p [vp] 
5	 r [advp] r [advp] 不怕/v 
5	 r 不/d m 
22	 r 不要/d l 
14	 r p r 不/d [vp] [advp] [vp] 
5	 不/d [vp] 不好/a 
5	 [advp] [np] [advp] 不/d a y 
75	 r 不由自主/l u [vp] m [vp] 
